page path,document type,document supertype,number of sessions that visit this page,number of sessions where this page is an entrance hit,number of sessions where this page is an exit hit,number of sessions where this page is both an entrance and exit hit,tfdf_max
/support-for-foster-parents/tax-arrangements,guide,services,6,1,0,0,1.0
/paye-for-employers/keeping-records,guide,services,9,0,1,0,1.0
/government/publications/european-structural-and-investment-funds-programme-guidance,guidance,guidance and regulation,1,0,1,0,1.0
/government/statistics/apprenticeships-and-traineeships-march-2020,national_statistics,research and statistics,1,1,0,0,1.0
/hmrc-internal-manuals/residence-domicile-and-remittance-basis/rdrm22310,hmrc_manual,guidance and regulation,1,0,0,0,1.0
/government/publications/customer-service-commitments-uk-visas-and-immigration,guidance,guidance and regulation,4,0,0,0,1.0
/hmrc-internal-manuals/employment-income-manual/eim23400,hmrc_manual,guidance and regulation,1,0,0,0,1.0
/employers-sick-pay/notice-and-fit-notes,guide,services,34,2,2,0,1.0
/government/organisations/environment-agency/about/recruitment,recruitment,other,15,1,10,0,1.0
/housing-association-homes/types-of-tenancy,guide,services,8,1,0,0,1.0
/government/publications/paye-expat-starter-checklist,form,services,4,0,0,0,1.0
/government/publications/deferring-your-state-pension,guidance,guidance and regulation,6,0,1,0,1.0
/topic/law-justice-system/domestic-violence,topic,other,2,1,0,0,1.0
/health-care-worker-visa/your-job,guide,services,74,5,5,0,1.0
/guidance/apply-to-join-a-nursery-or-other-daycare-organisation-ey2,detailed_guide,guidance and regulation,1,1,0,0,1.0
/government/publications/seamen,guidance,guidance and regulation,1,0,0,0,1.0
/government/publications/jobseekers-allowance-weekly-work-search-review-trial,research,research and statistics,1,0,0,0,1.0
/government/organisations/hm-revenue-customs/contact/probate-general-enquiries,contact,other,1,0,0,0,1.0
/become-deputy/who-can-apply-deputy,guide,services,3,0,0,0,1.0
/right-of-abode/apply-for-a-certificate-of-entitlement,guide,services,30,2,0,0,1.0
/guidance/preparing-for-the-civil-service-verbal-and-numerical-tests,detailed_guide,guidance and regulation,16,2,9,1,1.0
/payroll-funding,transaction,services,5,0,0,0,1.0
/get-a-child-passport/renew-a-child-passport,guide,services,12,0,4,0,1.0
/guidance/notarial-and-documentary-services-guide-for-morocco,detailed_guide,guidance and regulation,5,1,1,0,1.0
/foreign-travel-advice/india/entry-requirements,travel_advice,guidance and regulation,4,0,0,0,1.0
/national-minimum-wage/print,guide,services,1,0,0,0,1.0
/apply-transit-visa,step_by_step_nav,services,8,0,0,0,1.0
/guidance/moving-from-housing-benefit-to-universal-credit,detailed_guide,guidance and regulation,2,0,0,0,1.0
/get-birthday-anniversary-message-from-queen,answer,services,5,0,0,0,1.0
/employee-tax-codes/new-tax-year,guide,services,4,0,0,0,1.0
/hmrc-internal-manuals/employment-status-manual/esm10001a,hmrc_manual,guidance and regulation,1,0,0,0,1.0
/right-to-acquire-buying-housing-association-home/discounts,guide,services,3,0,0,0,1.0
/guidance/living-in-cyprus,detailed_guide,guidance and regulation,5,1,2,0,1.0
/guidance/updating-your-personal-details,detailed_guide,guidance and regulation,1,0,0,0,1.0
/government/organisations/foreign-commonwealth-development-office/about/recruitment,recruitment,other,21,7,6,0,1.0
/government/publications/employers-and-sponsors-make-a-query-to-the-business-helpdesk,guidance,guidance and regulation,2,0,0,0,1.0
/government/publications/application-for-third-party-deductions-universal-credit,form,services,2,0,0,0,1.0
/deferring-state-pension/print,guide,services,6,1,0,0,1.0
/business-and-industry/running-a-business,taxon,other,3,0,0,0,1.0
/support-group-for-children-young-people-families,local_transaction,services,5,0,1,0,1.0
/foreign-travel-advice/mongolia/local-laws-and-customs,travel_advice,guidance and regulation,1,0,0,0,1.0
/care-to-learn/what-youll-get,guide,services,4,0,0,0,1.0
/government/collections/hm-revenue-and-customs-leaflets-factsheets-and-booklets,document_collection,other,2,0,0,0,1.0
/government/publications/providers-selected-to-deliver-t-levels,guidance,guidance and regulation,6,2,1,0,1.0
/guidance/coronavirus-covid-19-taxis-and-phvs,detailed_guide,guidance and regulation,1,0,1,0,1.0
/browse/business/sale-goods-services-data,mainstream_browse_page,other,5,0,0,0,1.0
/government/collections/5-minute-guides-for-charity-trustees,document_collection,other,1,0,0,0,1.0
/legal-rights-for-egg-and-sperm-donors,answer,services,2,0,0,0,1.0
/government/publications/overseas-registries/overseas-registries,html_publication,other,2,0,1,0,1.0
/make-court-claim-for-money/work-out-interest,guide,services,2,0,0,0,1.0
/government/publications/rates-and-allowances-tax-credits-child-benefit-and-guardians-allowance/tax-credits-child-benefit-and-guardians-allowance,html_publication,other,2,0,0,0,1.0
/government/publications/offshore-funds-list-of-reporting-funds,guidance,guidance and regulation,1,0,0,0,1.0
/government/organisations/civil-service-fast-track-apprenticeship,organisation,other,19,3,2,0,1.0
/state-pension/print,guide,services,10,0,0,0,1.0
/guidance/your-property-and-council-tax,detailed_guide,guidance and regulation,2,0,0,0,1.0
/hmrc-internal-manuals/employment-income-manual/eim00100,hmrc_manual,guidance and regulation,1,0,0,0,1.0
/government/publications/apprenticeship-levy-how-it-will-work,guidance,guidance and regulation,3,0,1,0,1.0
/education/adult-education-funding,taxon,other,5,1,0,0,1.0
/government/statistics/dwp-benefits-statistics-february-2021/dwp-benefits-statistics-february-2021,html_publication,other,1,0,1,0,1.0
/government/publications/dbs-update-service-application-form-checklist/update-service-application-checklist,html_publication,other,5,0,0,0,1.0
/government/publications/eu-settlement-scheme-application-survey-privacy-information-notice,guidance,guidance and regulation,1,0,0,0,1.0
/complain-about-charity,answer,services,1,0,0,0,1.0
/types-of-prison-sentence/indeterminate-prison-sentences-no-fixed-length-of-time,guide,services,1,0,0,0,1.0
/income-tax-reliefs/maintenance-payments-tax-relief,guide,services,5,2,0,0,1.0
/government/collections/benefit-expenditure-tables,document_collection,other,1,0,0,0,1.0
/topic/planning-development/planning-officer-guidance,topic,other,1,0,0,0,1.0
/access-to-work/renew,guide,services,167,58,0,1,1.0
/driver-cpc-training-courses,transaction,services,3,2,0,0,1.0
/send-employment-intermediary-report,transaction,services,2,1,1,0,1.0
/government/publications/promoting-fundamental-british-values-through-smsc,guidance,guidance and regulation,1,0,0,0,1.0
/food-premises-approval,licence,services,3,0,0,0,1.0
/stop-employing-staff,answer,services,1,0,0,0,1.0
/government/publications/paye-employer-annual-return-election-p350,form,services,1,0,1,0,1.0
/foreign-travel-advice/spain/terrorism,travel_advice,guidance and regulation,1,0,0,0,1.0
/anti-bribery-policy,answer,services,4,0,0,0,1.0
/hmrc-internal-manuals/compliance-handbook/ch70100,hmrc_manual,guidance and regulation,1,0,0,0,1.0
/support-military-bereaved-children,guide,services,4,0,0,0,1.0
/government/publications/mod-subject-access-request-form,form,services,3,1,0,0,1.0
/rent-room-in-your-home/rent-bills-and-tax,guide,services,4,0,0,0,1.0
/stop-child-passport,answer,services,1,0,0,0,1.0
/government/publications/register-as-a-british-citizen-form-bota,form,services,3,0,1,0,1.0
/government/publications/rates-and-allowances-pension-schemes/pension-schemes-rates,html_publication,other,6,1,1,0,1.0
/become-lorry-bus-driver/driver-cpc-part-3-driving-test,guide,services,4,1,0,0,1.0
/government/collections/statutory-guidance-schools,document_collection,other,3,2,0,0,1.0
/guidance/government-debt-management-function-gdmf,detailed_guide,guidance and regulation,1,0,0,0,1.0
/guidance/the-gender-pay-gap-data-you-must-gather,detailed_guide,guidance and regulation,1,0,0,0,1.0
/entering-staying-uk/citizenship,taxon,other,2,0,0,0,1.0
/government/publications/make-a-report-on-someones-capacity-to-make-decisions-form-cop3,form,services,1,1,0,0,1.0
/raise-grievance-at-work/grievance-procedure,guide,services,12,1,1,0,1.0
/government/collections/medical-devices-guidance-for-manufacturers-on-vigilance,document_collection,other,1,1,0,0,1.0
/universal-credit//how-youre-paid,guide,services,8,0,0,0,1.0
/government/consultations/the-occupational-pension-schemes-collective-money-purchase-schemes-regulations-2021,open_consultation,policy and engagement,1,0,0,1,1.0
/respond-divorce-application,guide,services,3,1,1,0,1.0
/guidance/pension-administrators-reporting-to-hmrc,detailed_guide,guidance and regulation,5,0,0,0,1.0
/government/publications/applying-to-the-register-of-apprenticeship-training-providers-roatp/applying-to-the-register-of-apprenticeship-training-providers-roatp,html_publication,other,4,1,0,0,1.0
/foreign-travel-advice/norway,travel_advice,guidance and regulation,2,0,1,0,1.0
/guidance/lincoln-prison,detailed_guide,guidance and regulation,1,0,1,0,1.0
/help-for-disabled-child/home-adaptations,guide,services,3,0,0,0,1.0
/education/data-collection-and-censuses-for-schools,taxon,other,1,0,0,0,1.0
/stopped-by-police-while-driving-your-rights/faults-with-your-vehicle,guide,services,2,0,0,0,1.0
/government/publications/children-travelling-to-the-uk,promotional,guidance and regulation,1,0,0,0,1.0
/driving-abroad/driving-if-you-move-abroad,guide,services,2,0,0,0,1.0
/building-regulations-approval,guide,services,3,0,0,0,1.0
/the-warm-home-discount-scheme/print,guide,services,1,0,0,0,1.0
/government/publications/child-trust-fund-claim-annual-tax-relief-ctf14,form,services,1,0,0,0,1.0
/your-rights-to-housing-if-youre-under-18,answer,services,14,1,4,0,1.0
/government/publications/country-returns-guide,transparency,transparency,1,0,0,0,1.0
/claim-asylum/print,guide,services,1,0,0,0,1.0
/government/publications/fire-safety-approved-document-b,statutory_guidance,guidance and regulation,1,0,0,0,1.0
/government/statistics/location-of-uk-regular-service-and-civilian-personnel-annual-statistics-2020,official_statistics,research and statistics,1,0,0,0,1.0
/illness-child-education,answer,services,3,0,0,0,1.0
/government/publications/providing-a-key-information-document-for-agency-workers-guidance-for-employment-businesses,guidance,guidance and regulation,1,1,0,0,1.0
/apply-for-business-rate-relief/exempted-buildings-and-empty-buildings-relief,guide,services,1,0,0,0,1.0
/government/publications/income-tax-and-national-insurance-contributions-treatment-of-termination-payments/income-tax-and-national-insurance-contributions-treatment-of-termination-payments,html_publication,other,2,0,2,0,1.0
/courts-tribunals/employment-tribunal,organisation,other,6,2,1,0,1.0
/government/publications/trafficking-and-terrorism-in-the-sahel,research,research and statistics,1,0,0,0,1.0
/tax-relief-for-employees/travel-and-overnight-expenses,guide,services,3,0,0,0,1.0
/government/publications/national-minimum-wage-code-of-best-practice-on-service-charges-tips-gratuities-and-cover-charges,guidance,guidance and regulation,2,0,0,0,1.0
/government/publications/marriage-and-civil-partnership-referral-and-investigation-scheme,statutory_guidance,guidance and regulation,1,0,0,0,1.0
/foreign-travel-advice/anguilla,travel_advice,guidance and regulation,1,0,0,0,1.0
/become-magistrate/apply-to-be-a-magistrate,guide,services,15,3,5,0,1.0
/government/publications/local-partnership-opportunities-with-jobcentre-plus,guidance,guidance and regulation,3,1,2,0,1.0
/refugee-integration-loan/what-youll-get,guide,services,9,1,0,0,1.0
/government/statistics/national-insurance-numbers-allocated-to-adult-overseas-nationals-to-march-2020,official_statistics,research and statistics,2,0,2,0,1.0
/marriage-visa/documents-you-will-need,guide,services,4,0,0,0,1.0
/government/publications/applying-to-waive-disqualification-early-years-and-childcare-providers/applying-to-waive-disqualification-early-years-and-childcare-provision,html_publication,other,1,0,0,0,1.0
/government/publications/withdraw-a-caution-application-wct,form,services,2,1,1,0,1.0
/expenses-and-benefits-bonuses/what-to-report-and-pay,guide,services,3,0,0,0,1.0
/government/publications/court-of-protection-daily-hearing-list,transparency,transparency,1,0,0,0,1.0
/government/statistics/job-seekers-allowance-claimants-benefit-history,official_statistics,research and statistics,3,0,1,0,1.0
/government/publications/self-service,impact_assessment,policy and engagement,1,0,1,0,1.0
/government/collections/youth-offending-team-contact-details,document_collection,other,2,0,0,0,1.0
/transport/rail-ticketing-and-fares,taxon,other,1,0,0,0,1.0
/war-pension-armed-forces-compensation-tribunal/if-you-lose-appeal,guide,services,1,0,0,0,1.0
/government/publications/ask-for-a-hearing-to-be-adjourned-london-form-ac001,form,services,1,0,0,0,1.0
/browse/housing-local-services/safety-environment,mainstream_browse_page,other,3,0,0,0,1.0
/guidance/pension-administrators-member-transfers,detailed_guide,guidance and regulation,2,0,0,0,1.0
/government/publications/sponsorship-fact-sheet,guidance,guidance and regulation,1,1,0,0,1.0
/understanding-your-pay/performancerelated-pay,guide,services,10,0,2,1,1.0
/guidance/register-if-youre-connected-with-a-childrens-social-care-service-sc2,detailed_guide,guidance and regulation,1,0,0,0,1.0
/government/publications/double-taxation-treaty-passport-scheme-register,guidance,guidance and regulation,1,0,0,0,1.0
/expenses-if-youre-self-employed/clothing,guide,services,3,0,0,0,1.0
/courts/youth-courts,guide,services,1,0,0,0,1.0
/youth-mobility/apply,guide,services,6,1,0,0,1.0
/life-in-prison/vulnerable-prisoners,guide,services,3,0,0,0,1.0
/guidance/immigration-rules/immigration-rules-part-8-family-members,manual,guidance and regulation,4,0,0,0,1.0
/government/publications/professional-bodies-approved-for-tax-relief-list-3/approved-professional-organisations-and-learned-societies,html_publication,other,2,1,0,0,1.0
/government/publications/applying-corporate-parenting-principles-to-looked-after-children-and-care-leavers,statutory_guidance,guidance and regulation,1,0,0,0,1.0
/hmrc-internal-manuals/employment-status-manual/esm10000,hmrc_manual,guidance and regulation,1,0,0,0,1.0
/whistleblowing/who-to-tell-what-to-expect,guide,services,10,2,0,0,1.0
/hmrc-internal-manuals/capital-gains-manual/cg72850,hmrc_manual,guidance and regulation,1,0,0,0,1.0
/government/collections/self-assessment-helpsheets-self-employment-and-partnerships,document_collection,other,3,0,0,0,1.0
/government/collections/your-data-and-how-we-use-it,document_collection,other,1,0,0,0,1.0
